uniprot_id,gene,description,in_hpa_muscle,in_blood_blacklist,reason
P68871,HBB,Hemoglobin subunit beta,TRUE,TRUE,Contaminant
P69905,HBA1,Hemoglobin subunit alpha,TRUE,TRUE,Contaminant
P02768,ALB,Serum albumin,TRUE,TRUE,Contaminant
P02042,HBD,Hemoglobin subunit delta,FALSE,TRUE,Contaminant
P00915,CA1,Carbonic anhydrase 1,FALSE,FALSE,Contaminant
P01857,IGHG1,Immunoglobulin heavy constant gamma 1,TRUE,TRUE,Contaminant
P02647,APOA1,Apolipoprotein A-I,FALSE,TRUE,Contaminant
P01834,IGKC,Immunoglobulin kappa constant,FALSE,TRUE,Contaminant
P01859,IGHG2,Immunoglobulin heavy constant gamma 2,TRUE,TRUE,Contaminant
P02787,TF,Serotransferrin,TRUE,TRUE,Contaminant
P00738,HP,Haptoglobin,TRUE,TRUE,Contaminant
P0DOY2,IGLC2,Immunoglobulin lambda constant 2,TRUE,TRUE,Contaminant
P02652,APOA2,Apolipoprotein A-II,FALSE,TRUE,Contaminant
P69891,HBG1,Hemoglobin subunit gamma-1,FALSE,TRUE,Contaminant
P02763,ORM1,Alpha-1-acid glycoprotein 1,TRUE,TRUE,Contaminant
P02790,HPX,Hemopexin,FALSE,TRUE,Contaminant
P01876,IGHA1,Immunoglobulin heavy constant alpha 1,TRUE,TRUE,Contaminant
P02730,SLC4A1,Band 3 anion transport protein,FALSE,FALSE,Contaminant
P01024,C3,Complement C3,TRUE,TRUE,Contaminant
P02766,TTR,Transthyretin,TRUE,TRUE,Contaminant
P01023,A2M,Alpha-2-macroglobulin,TRUE,TRUE,Contaminant
Q9NWX5,ASB6,Ankyrin repeat and SOCS box protein 6,TRUE,FALSE,Missingness
P02689,PMP2,Myelin P2 protein,FALSE,FALSE,Contaminant
P25189,MPZ,Myelin protein P0,TRUE,FALSE,Missingness
P19652,ORM2,Alpha-1-acid glycoprotein 2,FALSE,TRUE,Contaminant
P69892,HBG2,Hemoglobin subunit gamma-2,TRUE,TRUE,Contaminant
P02765,AHSG,Alpha-2-HS-glycoprotein,FALSE,FALSE,Contaminant
P01871,IGHM,Immunoglobulin heavy constant mu,TRUE,TRUE,Contaminant
P12532,CKMT1A,"Creatine kinase U-type, mitochondrial",FALSE,FALSE,Contaminant
Q9NZT1,CALML5,Calmodulin-like protein 5,TRUE,FALSE,Missingness
P02774,GC,Vitamin D-binding protein,FALSE,TRUE,Contaminant
P02656,APOC3,Apolipoprotein C-III,FALSE,TRUE,Contaminant
Q9BXM0,PRX,Periaxin,TRUE,FALSE,Missingness
A0A0B4J2D5,GATD3B,"Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial",FALSE,FALSE,Contaminant
P02686,MBP,Myelin basic protein,TRUE,FALSE,Missingness
A0A087WW87,IGKV2-40,Immunoglobulin kappa variable 2-40,FALSE,FALSE,Contaminant
P02679,FGG,Fibrinogen gamma chain,FALSE,TRUE,Contaminant
P02671,FGA,Fibrinogen alpha chain,FALSE,TRUE,Contaminant
P06727,APOA4,Apolipoprotein A-IV,FALSE,FALSE,Contaminant
A0A0B4J1Y9,IGHV3-72,Immunoglobulin heavy variable 3-72,FALSE,FALSE,Contaminant
P02749,APOH,Beta-2-glycoprotein 1,FALSE,TRUE,Contaminant
P01042,KNG1,Kininogen-1,FALSE,TRUE,Contaminant
B9A064,IGLL5,Immunoglobulin lambda-like polypeptide 5,FALSE,FALSE,Contaminant
P10909,CLU,Clusterin,TRUE,TRUE,Contaminant
P0C0L5,C4B,Complement C4-B,FALSE,TRUE,Contaminant
P01860,IGHG3,Immunoglobulin heavy constant gamma 3,FALSE,TRUE,Contaminant
Q9Y2H6,FNDC3A,Fibronectin type-III domain-containing protein 3A,TRUE,FALSE,Missingness
P04004,VTN,Vitronectin,FALSE,FALSE,Contaminant
P04217,A1BG,Alpha-1B-glycoprotein,FALSE,TRUE,Contaminant
P31151,S100A7,Protein S100-A7,FALSE,FALSE,Contaminant
P10412,H1-4,Histone H1.4,FALSE,FALSE,Contaminant
P00747,PLG,Plasminogen,FALSE,TRUE,Contaminant
P68032,ACTC1,"Actin, alpha cardiac muscle 1",TRUE,FALSE,Missingness
P01008,SERPINC1,Antithrombin-III,FALSE,TRUE,Contaminant
P01861,IGHG4,Immunoglobulin heavy constant gamma 4,FALSE,TRUE,Contaminant
P04114,APOB,Apolipoprotein B-100,FALSE,TRUE,Contaminant
A0A0B4J1X5,IGHV3-74,Immunoglobulin heavy variable 3-74,FALSE,FALSE,Contaminant
P02654,APOC1,Apolipoprotein C-I,TRUE,TRUE,Contaminant
P02743,APCS,Serum amyloid P-component,FALSE,FALSE,Contaminant
Q14894,CRYM,Ketimine reductase mu-crystallin,TRUE,FALSE,Missingness
P02675,FGB,Fibrinogen beta chain,FALSE,TRUE,Contaminant
P14555,PLA2G2A,"Phospholipase A2, membrane associated",TRUE,FALSE,Missingness
P02549,SPTA1,"Spectrin alpha chain, erythrocytic 1",FALSE,FALSE,Contaminant
P00734,F2,Prothrombin,FALSE,TRUE,Contaminant
Q14624,ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,TRUE,TRUE,Contaminant
Q06828,FMOD,Fibromodulin,TRUE,FALSE,Missingness
P19823,ITIH2,Inter-alpha-trypsin inhibitor heavy chain H2,FALSE,TRUE,Contaminant
P19827,ITIH1,Inter-alpha-trypsin inhibitor heavy chain H1,FALSE,TRUE,Contaminant
P0CG38,POTEI,POTE ankyrin domain family member I,FALSE,FALSE,Contaminant
P02760,AMBP,Protein AMBP,FALSE,FALSE,Contaminant
Q9NZD4,AHSP,Alpha-hemoglobin-stabilizing protein,FALSE,FALSE,Contaminant
P08727,KRT19,"Keratin, type I cytoskeletal 19",TRUE,FALSE,Missingness
P31944,CASP14,Caspase-14,TRUE,FALSE,Missingness
A0A087WSY6,IGKV3D-15,Immunoglobulin kappa variable 3D-15,FALSE,FALSE,Contaminant
P18577,RHCE,Blood group Rh(CE) polypeptide,TRUE,FALSE,Missingness
Q6P4A7,SFXN4,Sideroflexin-4,TRUE,FALSE,Missingness
Q5VVW2,GARNL3,GTPase-activating Rap/Ran-GAP domain-like protein 3,TRUE,FALSE,Missingness
Q8IYJ1,CPNE9,Copine-9,FALSE,FALSE,Contaminant
P04003,C4BPA,C4b-binding protein alpha chain,FALSE,TRUE,Contaminant
Q16778,HIST2H2BE,Histone H2B type 2-E,TRUE,FALSE,Missingness
P04196,HRG,Histidine-rich glycoprotein,FALSE,FALSE,Contaminant
P49207,RPL34,60S ribosomal protein L34,TRUE,FALSE,Missingness
Q8IXB3,TRARG1,Trafficking regulator of GLUT4 1,TRUE,FALSE,Missingness
P02452,COL1A1,Collagen alpha-1(I) chain,TRUE,FALSE,Missingness
O15260,SURF4,Surfeit locus protein 4,TRUE,FALSE,Missingness
P06331,IGHV4-34,Immunoglobulin heavy variable 4-34,FALSE,FALSE,Contaminant
P35443,THBS4,Thrombospondin-4,TRUE,FALSE,Missingness
P30613,PKLR,Pyruvate kinase PKLR,FALSE,FALSE,Contaminant
O15273,TCAP,Telethonin,TRUE,FALSE,Missingness
P05787,KRT8,"Keratin, type II cytoskeletal 8",TRUE,FALSE,Missingness
P02655,APOC2,Apolipoprotein C-II,TRUE,TRUE,Contaminant
Q08043,ACTN3,Alpha-actinin-3,TRUE,FALSE,Missingness
P01743,IGHV1-46,Immunoglobulin heavy variable 1-46,FALSE,FALSE,Contaminant
A0A0J9YX35,IGHV3-64D,Immunoglobulin heavy variable 3-64D,FALSE,FALSE,Contaminant
P55008,AIF1,Allograft inflammatory factor 1,TRUE,FALSE,Missingness
P35527,KRT9,"Keratin, type I cytoskeletal 9",FALSE,FALSE,Contaminant
Q7Z6K5,ARPIN,Arpin,TRUE,FALSE,Missingness
P05546,SERPIND1,Heparin cofactor 2,FALSE,TRUE,Contaminant
P02745,C1QA,Complement C1q subcomponent subunit A,TRUE,TRUE,Contaminant
P30711,GSTT1,Glutathione S-transferase theta-1,FALSE,FALSE,Contaminant
P16452,EPB42,Erythrocyte membrane protein band 4.2,FALSE,FALSE,Contaminant
P50914,RPL14,60S ribosomal protein L14,TRUE,FALSE,Missingness
Q99972,MYOC,Myocilin,TRUE,FALSE,Missingness
P02775,PPBP,Platelet basic protein,TRUE,TRUE,Contaminant
O75558,STX11,Syntaxin-11,TRUE,FALSE,Missingness
P02748,C9,Complement component C9,FALSE,TRUE,Contaminant
P50454,SERPINH1,Serpin H1,TRUE,FALSE,Missingness
Q92736,RYR2,Ryanodine receptor 2,FALSE,FALSE,Contaminant
P56539,CAV3,Caveolin-3,TRUE,FALSE,Missingness
P01877,IGHA2,Immunoglobulin heavy constant alpha 2,TRUE,TRUE,Contaminant
Q92743,HTRA1,Serine protease HTRA1,TRUE,FALSE,Missingness
Q16363,LAMA4,Laminin subunit alpha-4,TRUE,FALSE,Missingness
A0A0C4DH68,IGKV2-24,Immunoglobulin kappa variable 2-24,FALSE,FALSE,Contaminant
P01768,IGHV3-30,Immunoglobulin heavy variable 3-30,FALSE,FALSE,Contaminant
P02649,APOE,Apolipoprotein E,TRUE,TRUE,Contaminant
P51911,CNN1,Calponin-1,TRUE,FALSE,Missingness
P22676,CALB2,Calretinin,FALSE,FALSE,Contaminant
P00488,F13A1,Coagulation factor XIII A chain,TRUE,TRUE,Contaminant
Q07507,DPT,Dermatopontin,TRUE,FALSE,Missingness
O75339,CILP,Cartilage intermediate layer protein 1,TRUE,FALSE,Missingness
P43652,AFM,Afamin,FALSE,FALSE,Contaminant
P43121,MCAM,Cell surface glycoprotein MUC18,TRUE,FALSE,Missingness
P18428,LBP,Lipopolysaccharide-binding protein,TRUE,FALSE,Missingness
Q7RTS7,KRT74,"Keratin, type II cytoskeletal 74",FALSE,FALSE,Contaminant
A2NJV5,IGKV2-29,Immunoglobulin kappa variable 2-29,FALSE,FALSE,Contaminant
P01602,IGKV1-5,Immunoglobulin kappa variable 1-5,FALSE,FALSE,Contaminant
Q7Z5R6,APBB1IP,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,TRUE,FALSE,Missingness
P00395,MT-CO1,Cytochrome c oxidase subunit 1,TRUE,FALSE,Missingness
P01031,C5,Complement C5,FALSE,TRUE,Contaminant
Q562R1,ACTBL2,Beta-actin-like protein 2,FALSE,FALSE,Contaminant
Q9H2S6,TNMD,Tenomodulin,TRUE,FALSE,Missingness
P04211,IGLV7-43,Immunoglobulin lambda variable 7-43,FALSE,FALSE,Contaminant
P04259,KRT6B,"Keratin, type II cytoskeletal 6B",FALSE,FALSE,Contaminant
A0A0C4DH43,IGHV2-70D,Immunoglobulin heavy variable 2-70D,FALSE,FALSE,Contaminant
Q9NPC6,MYOZ2,Myozenin-2,TRUE,FALSE,Missingness
P02746,C1QB,Complement C1q subcomponent subunit B,FALSE,TRUE,Contaminant
Q9Y2S6,TMA7,Translation machinery-associated protein 7,TRUE,FALSE,Missingness
P60201,PLP1,Myelin proteolipid protein,TRUE,FALSE,Missingness
P02776,PF4,Platelet factor 4,FALSE,TRUE,Contaminant
A0A0C4DH25,IGKV3D-20,Immunoglobulin kappa variable 3D-20,FALSE,FALSE,Contaminant
Q9BYC9,MRPL20,"39S ribosomal protein L20, mitochondrial",TRUE,FALSE,Missingness
A0A0C4DH36,IGHV3-38,Probable non-functional immunoglobulin heavy variable 3-38,FALSE,FALSE,Contaminant
P80748,IGLV3-21,Immunoglobulin lambda variable 3-21,FALSE,FALSE,Contaminant
P27169,PON1,Serum paraoxonase/arylesterase 1,FALSE,FALSE,Contaminant
O00244,ATOX1,Copper transport protein ATOX1,TRUE,FALSE,Missingness
Q08431,MFGE8,Lactadherin,TRUE,FALSE,Missingness
O95183,VAMP5,Vesicle-associated membrane protein 5,TRUE,FALSE,Missingness
A0A075B6I0,IGLV8-61,Immunoglobulin lambda variable 8-61,FALSE,FALSE,Contaminant
Q96AD5,PNPLA2,Patatin-like phospholipase domain-containing protein 2,TRUE,FALSE,Missingness
Q9UKZ9,PCOLCE2,Procollagen C-endopeptidase enhancer 2,TRUE,FALSE,Missingness
Q99715,COL12A1,Collagen alpha-1(XII) chain,TRUE,FALSE,Missingness
E9PAV3,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",FALSE,FALSE,Contaminant
Q96L96,ALPK3,Alpha-protein kinase 3,TRUE,FALSE,Missingness
A0A0B4J1U7,IGHV6-1,Immunoglobulin heavy variable 6-1,FALSE,FALSE,Contaminant
P08185,SERPINA6,Corticosteroid-binding globulin,FALSE,FALSE,Contaminant
Q9NZQ9,TMOD4,Tropomodulin-4,TRUE,FALSE,Missingness
Q8WW12,PCNP,PEST proteolytic signal-containing nuclear protein,TRUE,FALSE,Missingness
O43294,TGFB1I1,Transforming growth factor beta-1-induced transcript 1 protein,TRUE,FALSE,Missingness
P01700,IGLV1-47,Immunoglobulin lambda variable 1-47,FALSE,FALSE,Contaminant
P02747,C1QC,Complement C1q subcomponent subunit C,TRUE,TRUE,Contaminant
P13671,C6,Complement component C6,FALSE,TRUE,Contaminant
Q15063,POSTN,Periostin,TRUE,FALSE,Missingness
Q9BSE5,AGMAT,"Agmatinase, mitochondrial",TRUE,FALSE,Missingness
P04440,HLA-DPB1,"HLA class II histocompatibility antigen, DP beta 1 chain",TRUE,FALSE,Missingness
O00767,SCD,Acyl-CoA desaturase,TRUE,FALSE,Missingness
Q6PH85,DCUN1D2,DCN1-like protein 2,TRUE,FALSE,Missingness
P81605,DCD,Dermcidin,TRUE,FALSE,Missingness
Q8TDC0,MYOZ3,Myozenin-3,TRUE,FALSE,Missingness
Q06278,AOX1,Aldehyde oxidase,TRUE,FALSE,Missingness
P07205,PGK2,Phosphoglycerate kinase 2,FALSE,FALSE,Contaminant
A0A075B6K4,IGLV3-10,Immunoglobulin lambda variable 3-10,FALSE,FALSE,Contaminant
Q6NUM9,RETSAT,"All-trans-retinol 13,14-reductase",TRUE,FALSE,Missingness
P0C0L4,C4A,Complement C4-A,TRUE,TRUE,Contaminant
A0A0C4DH31,IGHV1-18,Immunoglobulin heavy variable 1-18,FALSE,FALSE,Contaminant
Q12765,SCRN1,Secernin-1,TRUE,FALSE,Missingness
P42025,ACTR1B,Beta-centractin,TRUE,FALSE,Missingness
Q969V3,NCLN,Nicalin,TRUE,FALSE,Missingness
A0A0C4DH72,IGKV1-6,Immunoglobulin kappa variable 1-6,FALSE,FALSE,Contaminant
A0A0C4DH38,IGHV5-51,Immunoglobulin heavy variable 5-51,FALSE,FALSE,Contaminant
O43866,CD5L,CD5 antigen-like,FALSE,FALSE,Contaminant
Q02221,COX6A2,"Cytochrome c oxidase subunit 6A2, mitochondrial",TRUE,FALSE,Missingness
Q71U36,TUBA1A,Tubulin alpha-1A chain,TRUE,FALSE,Missingness
P07357,C8A,Complement component C8 alpha chain,FALSE,TRUE,Contaminant
P29622,SERPINA4,Kallistatin,FALSE,FALSE,Contaminant
P07942,LAMB1,Laminin subunit beta-1,TRUE,FALSE,Missingness
Q96KN2,CNDP1,Beta-Ala-His dipeptidase,TRUE,FALSE,Missingness
Q13509,TUBB3,Tubulin beta-3 chain,FALSE,FALSE,Contaminant
A0A0J9YXX1,IGHV5-10-1,Immunoglobulin heavy variable 5-10-1,FALSE,FALSE,Contaminant
Q96B97,SH3KBP1,SH3 domain-containing kinase-binding protein 1,TRUE,FALSE,Missingness
Q8IVF2,AHNAK2,Protein AHNAK2,TRUE,FALSE,Missingness
P13533,MYH6,Myosin-6,TRUE,FALSE,Missingness
Q9P2E9,RRBP1,Ribosome-binding protein 1,TRUE,FALSE,Missingness
P14384,CPM,Carboxypeptidase M,TRUE,FALSE,Missingness
P20292,ALOX5AP,Arachidonate 5-lipoxygenase-activating protein,TRUE,FALSE,Missingness
Q5KU26,COLEC12,Collectin-12,TRUE,FALSE,Missingness
Q9UH65,SWAP70,Switch-associated protein 70,TRUE,FALSE,Missingness
P27144,AK4,"Adenylate kinase 4, mitochondrial",TRUE,FALSE,Missingness
Q13363,CTBP1,C-terminal-binding protein 1,TRUE,FALSE,Missingness
P0DJI8,SAA1,Serum amyloid A-1 protein,TRUE,TRUE,Contaminant
P82921,MRPS21,"28S ribosomal protein S21, mitochondrial",TRUE,FALSE,Missingness
A0AVT1,UBA6,Ubiquitin-like modifier-activating enzyme 6,TRUE,FALSE,Missingness
O60504,SORBS3,Vinexin,TRUE,FALSE,Missingness
P08514,ITGA2B,Integrin alpha-IIb,FALSE,FALSE,Contaminant
P07996,THBS1,Thrombospondin-1,TRUE,TRUE,Contaminant
P62910,RPL32,60S ribosomal protein L32,TRUE,FALSE,Missingness
Q96PD5,PGLYRP2,N-acetylmuramoyl-L-alanine amidase,FALSE,FALSE,Contaminant
Q13326,SGCG,Gamma-sarcoglycan,TRUE,FALSE,Missingness
A0A0B4J1V1,IGHV3-21,Immunoglobulin heavy variable 3-21,FALSE,FALSE,Contaminant
P08254,MMP3,Stromelysin-1,TRUE,FALSE,Missingness
Q14112,NID2,Nidogen-2,TRUE,FALSE,Missingness
P02462,COL4A1,Collagen alpha-1(IV) chain,TRUE,FALSE,Missingness
P80303,NUCB2,Nucleobindin-2,TRUE,FALSE,Missingness
Q10589,BST2,Bone marrow stromal antigen 2,TRUE,FALSE,Missingness
Q8IUL8,CILP2,Cartilage intermediate layer protein 2,FALSE,FALSE,Contaminant
Q14019,COTL1,Coactosin-like protein,TRUE,FALSE,Missingness
O95260,ATE1,Arginyl-tRNA--protein transferase 1,TRUE,FALSE,Missingness
Q9UBF2,COPG2,Coatomer subunit gamma-2,TRUE,FALSE,Missingness
P06310,IGKV2-30,Immunoglobulin kappa variable 2-30,FALSE,FALSE,Contaminant
Q9P289,STK26,Serine/threonine-protein kinase 26,FALSE,FALSE,Contaminant
P55056,APOC4,Apolipoprotein C-IV,FALSE,FALSE,Contaminant
P01782,IGHV3-9,Immunoglobulin heavy variable 3-9,FALSE,FALSE,Contaminant
Q5JWF2,GNAS,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,FALSE,FALSE,Contaminant
A0A0B4J2D9,IGKV1D-13,Immunoglobulin kappa variable 1D-13,FALSE,FALSE,Contaminant
A0A0B4J2H0,IGHV1-69D,Immunoglobulin heavy variable 1-69D,FALSE,FALSE,Contaminant
P62314,SNRPD1,Small nuclear ribonucleoprotein Sm D1,TRUE,FALSE,Missingness
P02533,KRT14,"Keratin, type I cytoskeletal 14",TRUE,FALSE,Missingness
P11498,PC,"Pyruvate carboxylase, mitochondrial",TRUE,FALSE,Missingness
P29508,SERPINB3,Serpin B3,FALSE,FALSE,Contaminant
Q99707,MTR,Methionine synthase,TRUE,FALSE,Missingness
P24592,IGFBP6,Insulin-like growth factor-binding protein 6,TRUE,FALSE,Missingness
A0A0C4DH35,IGHV3-35,Probable non-functional immunoglobulin heavy variable 3-35,FALSE,FALSE,Contaminant
Q9UNN8,PROCR,Endothelial protein C receptor,TRUE,FALSE,Missingness
P15559,NQO1,NAD(P)H dehydrogenase [quinone] 1,TRUE,FALSE,Missingness
Q9Y2D5,AKAP2,A-kinase anchor protein 2,FALSE,FALSE,Contaminant
P06276,BCHE,Cholinesterase,TRUE,FALSE,Missingness
O60938,KERA,Keratocan,FALSE,FALSE,Contaminant
Q9P2X0,DPM3,Dolichol-phosphate mannosyltransferase subunit 3,TRUE,FALSE,Missingness
Q86VD7,SLC25A42,Mitochondrial coenzyme A transporter SLC25A42,TRUE,FALSE,Missingness
Q9NP58,ABCB6,"ATP-binding cassette sub-family B member 6, mitochondrial",TRUE,FALSE,Missingness
P10619,CTSA,Lysosomal protective protein,TRUE,FALSE,Missingness
P82909,MRPS36,"28S ribosomal protein S36, mitochondrial",TRUE,FALSE,Missingness
Q7Z794,KRT77,"Keratin, type II cytoskeletal 1b",FALSE,FALSE,Contaminant
O60613,SELENOF,Selenoprotein F,TRUE,FALSE,Missingness
O14879,IFIT3,Interferon-induced protein with tetratricopeptide repeats 3,TRUE,FALSE,Missingness
Q9NRG4,SMYD2,N-lysine methyltransferase SMYD2,TRUE,FALSE,Missingness
P07225,PROS1,Vitamin K-dependent protein S,TRUE,TRUE,Contaminant
Q9C005,DPY30,Protein dpy-30 homolog,TRUE,FALSE,Missingness
Q96HR9,REEP6,Receptor expression-enhancing protein 6,TRUE,FALSE,Missingness
Q9P121,NTM,Neurotrimin,FALSE,FALSE,Contaminant
P13646,KRT13,"Keratin, type I cytoskeletal 13",TRUE,FALSE,Missingness
P82675,MRPS5,"28S ribosomal protein S5, mitochondrial",TRUE,FALSE,Missingness
Q9Y6W5,WASF2,Wiskott-Aldrich syndrome protein family member 2,TRUE,FALSE,Missingness
O60879,DIAPH2,Protein diaphanous homolog 2,TRUE,FALSE,Missingness
Q15306,IRF4,Interferon regulatory factor 4,FALSE,FALSE,Contaminant
Q16654,PDK4,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial",TRUE,FALSE,Missingness
Q9UBX3,SLC25A10,Mitochondrial dicarboxylate carrier,TRUE,FALSE,Missingness
Q16643,DBN1,Drebrin,TRUE,FALSE,Missingness
A0A0C4DH34,IGHV4-28,Immunoglobulin heavy variable 4-28,FALSE,FALSE,Contaminant
P46821,MAP1B,Microtubule-associated protein 1B,TRUE,FALSE,Missingness
Q13061,TRDN,Triadin,TRUE,FALSE,Missingness
P04180,LCAT,Phosphatidylcholine-sterol acyltransferase,TRUE,FALSE,Missingness
Q53TN4,CYBRD1,Cytochrome b reductase 1,TRUE,FALSE,Missingness
Q7Z7G0,ABI3BP,Target of Nesh-SH3,TRUE,FALSE,Missingness
P43007,SLC1A4,Neutral amino acid transporter A,TRUE,FALSE,Missingness
O75781,PALM,Paralemmin-1,TRUE,FALSE,Missingness
O00391,QSOX1,Sulfhydryl oxidase 1,TRUE,FALSE,Missingness
P61289,PSME3,Proteasome activator complex subunit 3,TRUE,FALSE,Missingness
P00736,C1R,Complement C1r subcomponent,FALSE,FALSE,Contaminant
P22897,MRC1,Macrophage mannose receptor 1,TRUE,FALSE,Missingness
P08519,LPA,Apolipoprotein(a),FALSE,FALSE,Contaminant
Q9UGM5,FETUB,Fetuin-B,FALSE,FALSE,Contaminant
P35612,ADD2,Beta-adducin,FALSE,FALSE,Contaminant
Q15758,SLC1A5,Neutral amino acid transporter B(0),TRUE,FALSE,Missingness
P09496,CLTA,Clathrin light chain A,TRUE,FALSE,Missingness
Q99961,SH3GL1,Endophilin-A2,TRUE,FALSE,Missingness
